raan                      ta                        type                      rmag                      dv                   
190                       30                        1                         0                         0.8243774414062499        
190                       40                        1                         0                         0.81895751953125          
190                       50                        1                         0                         0.8147735595703125        
190                       60                        1                         0                         0.8120178222656249        
190                       70                        1                         0                         0.8108001708984374        
190                       80                        1                         0                         0.8110473632812498        
190                       90                        1                         0                         0.812457275390625         
190                       100                       1                         0                         0.8144989013671875        
190                       110                       1                         0                         0.8169342041015624        
190                       120                       1                         0                         0.819781494140625         
190                       130                       1                         0                         0.8217224121093749        
190                       140                       1                         0                         0.8353912353515625        
190                       150                       1                         0                         0.8456085205078124        
190                       160                       1                         0                         0.8303283691406249        
190                       170                       1                         0                         0.826373291015625         
190                       180                       1                         0                         0.8270965576171874        
190                       190                       1                         0                         0.8267120361328124        
190                       200                       1                         0                         0.8262451171875           
190                       210                       1                         0                         0.8257415771484374        
190                       220                       1                         0                         0.8257507324218749        
190                       230                       1                         0                         0.8269866943359373        
190                       240                       1                         0                         0.8298431396484374        
190                       250                       1                         0                         0.8342926025390626        
190                       260                       1                         0                         0.8400787353515626        
190                       270                       1                         0                         0.8467071533203125        
190                       280                       1                         0                         0.8534729003906252        
190                       290                       1                         0                         0.8595703125              
190                       300                       1                         0                         0.8641387939453126        
190                       310                       1                         0                         0.8665008544921875        
190                       320                       1                         0                         0.8662994384765624        
190                       330                       1                         0                         0.8635894775390626        
190                       340                       1                         0                         0.8587646484375002        
190                       350                       1                         0                         0.852447509765625         
190                       360                       1                         0                         0.8452972412109375        
200                       0                         0                         0                         0                         
200                       10                        1                         0                         0.8896453857421874        
200                       20                        1                         0                         0.8681213378906252        
200                       30                        1                         0                         0.8488037109375           
200                       40                        1                         0                         0.8319488525390625        
200                       50                        1                         0                         0.8176483154296874        
200                       60                        1                         0                         0.8059204101562499        
200                       70                        1                         0                         0.7966369628906251        
200                       80                        1                         0                         0.7895782470703125        
200                       90                        1                         0                         0.7843505859375           
200                       100                       1                         0                         0.7804779052734374        
200                       110                       1                         0                         0.7775665283203125        
200                       120                       1                         0                         0.775469970703125         
200                       130                       1                         0                         0.7742340087890626        
200                       140                       1                         0                         0.7739227294921875        
200                       150                       1                         0                         0.774627685546875         
200                       160                       1                         0                         0.7763671875              
200                       170                       1                         0                         0.779095458984375         
200                       180                       1                         0                         0.7829956054687499        
200                       190                       1                         0                         0.787994384765625         
200                       200                       1                         0                         0.794110107421875         
200                       210                       1                         0                         0.8015167236328125        
200                       220                       1                         0                         0.8111938476562498        
200                       230                       1                         0                         0.8247161865234375        
200                       240                       1                         0                         0.8436309814453126        
200                       250                       1                         0                         0.8685974121093749        
200                       260                       1                         0                         0.8988372802734376        
200                       270                       0                         0                         0                         
200                       280                       0                         0                         0                         
200                       290                       0                         0                         0                         
200                       300                       0                         0                         0                         
200                       310                       0                         0                         0                         
200                       320                       0                         0                         0                         
200                       330                       0                         0                         0                         
200                       340                       0                         0                         0                         
200                       350                       0                         0                         0                         
200                       360                       0                         0                         0                         
210                       0                         0                         0                         0                         
210                       10                        0                         0                         0                         
210                       20                        0                         0                         0                         
210                       30                        1                         0                         0.8692840576171876        
210                       40                        1                         0                         0.84239501953125          
210                       50                        1                         0                         0.8197723388671875        
210                       60                        1                         0                         0.8011138916015624        
210                       70                        1                         0                         0.7860443115234376        
210                       80                        1                         0                         0.7741058349609374        
210                       90                        1                         0                         0.7647857666015626        
210                       100                       1                         0                         0.7575439453125001        
210                       110                       1                         0                         0.7519317626953125        
210                       120                       1                         0                         0.747637939453125         
210                       130                       1                         0                         0.74454345703125          
210                       140                       1                         0                         0.742657470703125         
210                       150                       1                         0                         0.7420806884765624        
210                       160                       1                         0                         0.7429595947265625        
210                       170                       1                         0                         0.745458984375            
210                       180                       1                         0                         0.7497802734375001        
210                       190                       1                         0                         0.75618896484375          
210                       200                       1                         0                         0.7651062011718752        
210                       210                       1                         0                         0.7774200439453125        
210                       220                       1                         0                         0.7951171875              
210                       230                       1                         0                         0.8220977783203125        
210                       240                       1                         0                         0.8636718750000001        
210                       250                       0                         0                         0                         
210                       260                       0                         0                         0                         
210                       270                       0                         0                         0                         
210                       280                       0                         0                         0                         
210                       290                       0                         0                         0                         
210                       300                       0                         0                         0                         
210                       310                       0                         0                         0                         
210                       320                       0                         0                         0                         
210                       330                       0                         0                         0                         
210                       340                       0                         0                         0                         
210                       350                       0                         0                         0                         
210                       360                       0                         0                         0                         
220                       0                         0                         0                         0                         
220                       10                        0                         0                         0                         
220                       20                        0                         0                         0                         
220                       30                        1                         0                         0.885882568359375         
220                       40                        1                         0                         0.850616455078125         
220                       50                        1                         0                         0.8212921142578126        
220                       60                        1                         0                         0.7973052978515626        
220                       70                        1                         0                         0.777996826171875         
220                       80                        1                         0                         0.7627166748046875        
220                       90                        1                         0                         0.7507873535156251        
220                       100                       1                         0                         0.7415679931640625        
220                       110                       1                         0                         0.7345092773437499        
220                       120                       1                         0                         0.7291809082031251        
220                       130                       1                         0                         0.725299072265625         
220                       140                       1                         0                         0.7227264404296876        
220                       150                       1                         0                         0.721453857421875         
220                       160                       1                         0                         0.7215545654296875        
220                       170                       1                         0                         0.7232025146484375        
220                       180                       1                         0                         0.72667236328125          
220                       190                       1                         0                         0.7324493408203125        
220                       200                       1                         0                         0.7414215087890624        
220                       210                       1                         0                         0.7553741455078125        
220                       220                       1                         0                         0.77830810546875          
220                       230                       1                         0                         0.8191314697265625        
220                       240                       1                         0                         0.893206787109375         
220                       250                       0                         0                         0                         
220                       260                       0                         0                         0                         
220                       270                       0                         0                         0                         
220                       280                       0                         0                         0                         
220                       290                       0                         0                         0                         
220                       300                       0                         0                         0                         
220                       310                       0                         0                         0                         
220                       320                       0                         0                         0                         
220                       330                       0                         0                         0                         
220                       340                       0                         0                         0                         
220                       350                       0                         0                         0                         
220                       360                       0                         0                         0                         
230                       0                         0                         0                         0                         
230                       10                        0                         0                         0                         
230                       20                        0                         0                         0                         
230                       30                        1                         0                         0.8988922119140627        
230                       40                        1                         0                         0.856915283203125         
230                       50                        1                         0                         0.8223358154296874        
230                       60                        1                         0                         0.7942657470703125        
230                       70                        1                         0                         0.7718353271484375        
230                       80                        1                         0                         0.7542114257812499        
230                       90                        1                         0                         0.7405517578125           
230                       100                       1                         0                         0.7300964355468749        
230                       110                       1                         0                         0.72220458984375          
230                       120                       1                         0                         0.716326904296875         
230                       130                       1                         0                         0.7120880126953125        
230                       140                       1                         0                         0.7092224121093749        
230                       150                       1                         0                         0.707611083984375         
230                       160                       1                         0                         0.707244873046875         
230                       170                       1                         0                         0.7082244873046875        
230                       180                       1                         0                         0.7108062744140625        
230                       190                       1                         0                         0.7155303955078125        
230                       200                       1                         0                         0.723431396484375         
230                       210                       1                         0                         0.736907958984375         
230                       220                       1                         0                         0.7619750976562499        
230                       230                       1                         0                         0.7872528076171874        
230                       240                       0                         0                         0                         
230                       250                       0                         0                         0                         
230                       260                       0                         0                         0                         
230                       270                       0                         0                         0                         
230                       280                       0                         0                         0                         
230                       290                       0                         0                         0                         
230                       300                       0                         0                         0                         
230                       310                       0                         0                         0                         
230                       320                       0                         0                         0                         
230                       330                       0                         0                         0                         
230                       340                       0                         0                         0                         
230                       350                       0                         0                         0                         
230                       360                       0                         0                         0                         
240                       0                         0                         0                         0                         
240                       10                        0                         0                         0                         
240                       20                        0                         0                         0                         
240                       30                        0                         0                         0                         
240                       40                        1                         0                         0.8615478515624999        
240                       50                        1                         0                         0.822967529296875         
240                       60                        1                         0                         0.791839599609375         
240                       70                        1                         0                         0.767120361328125         
240                       80                        1                         0                         0.747802734375            
240                       90                        1                         0                         0.7329437255859373        
240                       100                       1                         0                         0.7216735839843751        
240                       110                       1                         0                         0.713232421875            
240                       120                       1                         0                         0.7070068359374999        
240                       130                       1                         0                         0.7025390625              
240                       140                       1                         0                         0.6994995117187501        
240                       150                       1                         0                         0.6976867675781251        
240                       160                       1                         0                         0.6970275878906251        
240                       170                       1                         0                         0.6975769042968749        
240                       180                       1                         0                         0.6995452880859375        
240                       190                       1                         0                         0.703399658203125         
240                       200                       1                         0                         0.7102020263671875        
240                       210                       1                         0                         0.7224609375000001        
240                       220                       1                         0                         0.7474456787109375        
240                       230                       1                         0                         0.8125946044921875        
240                       240                       0                         0                         0                         
240                       250                       0                         0                         0                         
240                       260                       0                         0                         0                         
240                       270                       0                         0                         0                         
240                       280                       0                         0                         0                         
240                       290                       0                         0                         0                         
240                       300                       0                         0                         0                         
240                       310                       0                         0                         0                         
240                       320                       0                         0                         0                         
240                       330                       0                         0                         0                         
240                       340                       0                         0                         0                         
240                       350                       0                         0                         0                         
240                       360                       0                         0                         0                         
250                       0                         0                         0                         0                         
250                       10                        0                         0                         0                         
250                       20                        0                         0                         0                         
250                       30                        0                         0                         0                         
250                       40                        1                         0                         0.8647064208984375        
250                       50                        1                         0                         0.823260498046875         
250                       60                        1                         0                         0.7899261474609375        
250                       70                        1                         0                         0.7635498046875           
250                       80                        1                         0                         0.743023681640625         
250                       90                        1                         0                         0.727294921875            
250                       100                       1                         0                         0.7154205322265625        
250                       110                       1                         0                         0.7065673828124999        
250                       120                       1                         0                         0.7000579833984375        
250                       130                       1                         0                         0.6953796386718751        
250                       140                       1                         0                         0.6921661376953127        
250                       150                       1                         0                         0.6901885986328127        
250                       160                       1                         0                         0.6893371582031251        
250                       170                       1                         0                         0.6896026611328127        
250                       180                       1                         0                         0.6911773681640626        
250                       190                       1                         0                         0.6944732666015626        
250                       200                       1                         0                         0.7004791259765625        
250                       210                       1                         0                         0.7116485595703126        
250                       220                       1                         0                         0.7356628417968749        
250                       230                       1                         0                         0.8097106933593747        
250                       240                       0                         0                         0                         
250                       250                       0                         0                         0                         
250                       260                       0                         0                         0                         
250                       270                       0                         0                         0                         
250                       280                       0                         0                         0                         
250                       290                       0                         0                         0                         
250                       300                       0                         0                         0                         
250                       310                       0                         0                         0                         
250                       320                       0                         0                         0                         
250                       330                       0                         0                         0                         
250                       340                       0                         0                         0                         
250                       350                       0                         0                         0                         
250                       360                       0                         0                         0                         
260                       0                         0                         0                         0                         
260                       10                        0                         0                         0                         
260                       20                        0                         0                         0                         
260                       30                        0                         0                         0                         
260                       40                        1                         0                         0.8665283203125           
260                       50                        1                         0                         0.8232330322265625        
260                       60                        1                         0                         0.788433837890625         
260                       70                        1                         0                         0.7609313964843749        
260                       80                        1                         0                         0.739544677734375         
260                       90                        1                         0                         0.723175048828125         
260                       100                       1                         0                         0.7108245849609375        
260                       110                       1                         0                         0.7016052246093749        
260                       120                       1                         0                         0.6948211669921877        
260                       130                       1                         0                         0.6899230957031253        
260                       140                       1                         0                         0.6865264892578126        
260                       150                       1                         0                         0.6843750000000001        
260                       160                       1                         0                         0.6833587646484376        
260                       170                       1                         0                         0.6834503173828126        
260                       180                       1                         0                         0.684796142578125         
260                       190                       1                         0                         0.6877899169921876        
260                       200                       1                         0                         0.6933563232421875        
260                       210                       1                         0                         0.703839111328125         
260                       220                       1                         0                         0.727020263671875         
260                       230                       1                         0                         0.8079437255859373        
260                       240                       0                         0                         0                         
260                       250                       0                         0                         0                         
260                       260                       0                         0                         0                         
260                       270                       0                         0                         0                         
260                       280                       0                         0                         0                         
260                       290                       0                         0                         0                         
260                       300                       0                         0                         0                         
260                       310                       0                         0                         0                         
260                       320                       0                         0                         0                         
260                       330                       0                         0                         0                         
260                       340                       0                         0                         0                         
260                       350                       0                         0                         0                         
260                       360                       0                         0                         0                         
270                       0                         0                         0                         0                         
270                       10                        0                         0                         0                         
270                       20                        0                         0                         0                         
270                       30                        0                         0                         0                         
270                       40                        1                         0                         0.8671142578125           
270                       50                        1                         0                         0.8229309082031251        
270                       60                        1                         0                         0.787335205078125         
270                       70                        1                         0                         0.759136962890625         
270                       80                        1                         0                         0.7371826171875           
270                       90                        1                         0                         0.7203369140625           
270                       100                       1                         0                         0.7075744628906251        
270                       110                       1                         0                         0.698016357421875         
270                       120                       1                         0                         0.690948486328125         
270                       130                       1                         0                         0.6858032226562499        
270                       140                       1                         0                         0.6822052001953126        
270                       150                       1                         0                         0.679888916015625         
270                       160                       1                         0                         0.6787261962890624        
270                       170                       1                         0                         0.67869873046875          
270                       180                       1                         0                         0.6799530029296874        
270                       190                       1                         0                         0.6828460693359376        
270                       200                       1                         0                         0.688275146484375         
270                       210                       1                         0                         0.6985565185546875        
270                       220                       1                         0                         0.7215728759765626        
270                       230                       1                         0                         0.8081085205078123        
270                       240                       0                         0                         0                         
270                       250                       0                         0                         0                         
270                       260                       0                         0                         0                         
270                       270                       0                         0                         0                         
270                       280                       0                         0                         0                         
270                       290                       0                         0                         0                         
270                       300                       0                         0                         0                         
270                       310                       0                         0                         0                         
270                       320                       0                         0                         0                         
270                       330                       0                         0                         0                         
270                       340                       0                         0                         0                         
270                       350                       0                         0                         0                         
270                       360                       0                         0                         0                         
280                       0                         0                         0                         0                         
280                       10                        0                         0                         0                         
280                       20                        0                         0                         0                         
280                       30                        0                         0                         0                         
280                       40                        1                         0                         0.8665008544921875        
280                       50                        1                         0                         0.822344970703125         
280                       60                        1                         0                         0.78658447265625          
280                       70                        1                         0                         0.7581207275390626        
280                       80                        1                         0                         0.7358367919921874        
280                       90                        1                         0                         0.7186431884765626        
280                       100                       1                         0                         0.7055419921874999        
280                       110                       1                         0                         0.6956634521484375        
280                       120                       1                         0                         0.6882934570312501        
280                       130                       1                         0                         0.6828826904296876        
280                       140                       1                         0                         0.67906494140625          
280                       150                       1                         0                         0.6765838623046875        
280                       160                       1                         0                         0.675311279296875         
280                       170                       1                         0                         0.6752288818359374        
280                       180                       1                         0                         0.6764739990234375        
280                       190                       1                         0                         0.6794403076171875        
280                       200                       1                         0                         0.6850250244140627        
280                       210                       1                         0                         0.695599365234375         
280                       220                       1                         0                         0.7193939208984376        
280                       230                       1                         0                         0.8106628417968749        
280                       240                       0                         0                         0                         
280                       250                       0                         0                         0                         
280                       260                       0                         0                         0                         
280                       270                       0                         0                         0                         
280                       280                       0                         0                         0                         
280                       290                       0                         0                         0                         
280                       300                       0                         0                         0                         
280                       310                       0                         0                         0                         
280                       320                       0                         0                         0                         
280                       330                       0                         0                         0                         
280                       340                       0                         0                         0                         
280                       350                       0                         0                         0                         
280                       360                       0                         0                         0                         
290                       0                         0                         0                         0                         
290                       10                        0                         0                         0                         
290                       20                        0                         0                         0                         
290                       30                        0                         0                         0                         
290                       40                        1                         0                         0.8647064208984375        
290                       50                        1                         0                         0.821484375               
290                       60                        1                         0                         0.7861816406250001        
290                       70                        1                         0                         0.757855224609375         
290                       80                        1                         0                         0.7354980468749999        
290                       90                        1                         0                         0.7180938720703127        
290                       100                       1                         0                         0.7047088623046874        
290                       110                       1                         0                         0.6945190429687501        
290                       120                       1                         0                         0.6868377685546875        
290                       130                       1                         0                         0.681170654296875         
290                       140                       1                         0                         0.6771331787109375        
290                       150                       1                         0                         0.6744964599609374        
290                       160                       1                         0                         0.6731414794921876        
290                       170                       1                         0                         0.6730590820312501        
290                       180                       1                         0                         0.6744140625              
290                       190                       1                         0                         0.6776184082031251        
290                       200                       1                         0                         0.6836517333984375        
290                       210                       1                         0                         0.6950775146484376        
290                       220                       1                         0                         0.7207855224609375        
290                       230                       1                         0                         0.8152679443359373        
290                       240                       0                         0                         0                         
290                       250                       0                         0                         0                         
290                       260                       0                         0                         0                         
290                       270                       0                         0                         0                         
290                       280                       0                         0                         0                         
290                       290                       0                         0                         0                         
290                       300                       0                         0                         0                         
290                       310                       0                         0                         0                         
290                       320                       0                         0                         0                         
290                       330                       0                         0                         0                         
290                       340                       0                         0                         0                         
290                       350                       0                         0                         0                         
290                       360                       0                         0                         0                         
300                       0                         0                         0                         0                         
300                       10                        0                         0                         0                         
300                       20                        0                         0                         0                         
300                       30                        0                         0                         0                         
300                       40                        1                         0                         0.861712646484375         
300                       50                        1                         0                         0.820330810546875         
300                       60                        1                         0                         0.7861358642578126        
300                       70                        1                         0                         0.7583770751953126        
300                       80                        1                         0                         0.7362213134765624        
300                       90                        1                         0                         0.71876220703125          
300                       100                       1                         0                         0.7051666259765624        
300                       110                       1                         0                         0.6946929931640627        
300                       120                       1                         0                         0.6867279052734375        
300                       130                       1                         0                         0.6807952880859375        
300                       140                       1                         0                         0.676556396484375         
300                       150                       1                         0                         0.6738006591796875        
300                       160                       1                         0                         0.6724090576171875        
300                       170                       1                         0                         0.6724182128906251        
300                       180                       1                         0                         0.67401123046875          
300                       190                       1                         0                         0.6776733398437501        
300                       200                       1                         0                         0.684521484375            
300                       210                       1                         0                         0.697467041015625         
300                       220                       1                         0                         0.726361083984375         
300                       230                       1                         0                         0.8208343505859376        
300                       240                       0                         0                         0                         
300                       250                       0                         0                         0                         
300                       260                       0                         0                         0                         
300                       270                       0                         0                         0                         
300                       280                       0                         0                         0                         
300                       290                       0                         0                         0                         
300                       300                       0                         0                         0                         
300                       310                       0                         0                         0                         
300                       320                       0                         0                         0                         
300                       330                       0                         0                         0                         
300                       340                       0                         0                         0                         
300                       350                       0                         0                         0                         
300                       360                       0                         0                         0                         
310                       0                         0                         0                         0                         
310                       10                        0                         0                         0                         
310                       20                        0                         0                         0                         
310                       30                        0                         0                         0                         
310                       40                        1                         0                         0.8574371337890626        
310                       50                        1                         0                         0.8188568115234375        
310                       60                        1                         0                         0.786474609375            
310                       70                        1                         0                         0.759796142578125         
310                       80                        1                         0                         0.7381530761718751        
310                       90                        1                         0                         0.720849609375            
310                       100                       1                         0                         0.707171630859375         
310                       110                       1                         0                         0.6964874267578126        
310                       120                       1                         0                         0.688275146484375         
310                       130                       1                         0                         0.6821136474609376        
310                       140                       1                         0                         0.6777099609375001        
310                       150                       1                         0                         0.6748809814453126        
310                       160                       1                         0                         0.6735443115234375        
310                       170                       1                         0                         0.6737640380859374        
310                       180                       1                         0                         0.6757965087890626        
310                       190                       1                         0                         0.6802276611328125        
310                       200                       1                         0                         0.6884033203125002        
310                       210                       1                         0                         0.7037384033203126        
310                       220                       1                         0                         0.7368804931640626        
310                       230                       1                         0                         0.826171875               
310                       240                       0                         0                         0                         
310                       250                       0                         0                         0                         
310                       260                       0                         0                         0                         
310                       270                       0                         0                         0                         
310                       280                       0                         0                         0                         
310                       290                       0                         0                         0                         
310                       300                       0                         0                         0                         
310                       310                       0                         0                         0                         
310                       320                       0                         0                         0                         
310                       330                       0                         0                         0                         
310                       340                       0                         0                         0                         
310                       350                       0                         0                         0                         
310                       360                       0                         0                         0                         
320                       0                         0                         0                         0                         
320                       10                        0                         0                         0                         
320                       20                        0                         0                         0                         
320                       30                        1                         0                         0.8915679931640627        
320                       40                        1                         0                         0.8518066406250001        
320                       50                        1                         0                         0.8170257568359373        
320                       60                        1                         0                         0.787261962890625         
320                       70                        1                         0                         0.7622589111328125        
320                       80                        1                         0                         0.7415863037109375        
320                       90                        1                         0                         0.7247314453125           
320                       100                       1                         0                         0.7111724853515626        
320                       110                       1                         0                         0.7004241943359374        
320                       120                       1                         0                         0.6920654296875002        
320                       130                       1                         0                         0.6857666015624999        
320                       140                       1                         0                         0.6812896728515626        
320                       150                       1                         0                         0.678497314453125         
320                       160                       1                         0                         0.6773712158203126        
320                       170                       1                         0                         0.6780303955078125        
320                       180                       1                         0                         0.6808319091796875        
320                       190                       1                         0                         0.6865173339843751        
320                       200                       1                         0                         0.6967437744140627        
320                       210                       1                         0                         0.715374755859375         
320                       220                       1                         0                         0.7525360107421875        
320                       230                       1                         0                         0.8305755615234375        
320                       240                       0                         0                         0                         
320                       250                       0                         0                         0                         
320                       260                       0                         0                         0                         
320                       270                       0                         0                         0                         
320                       280                       0                         0                         0                         
320                       290                       0                         0                         0                         
320                       300                       0                         0                         0                         
320                       310                       0                         0                         0                         
320                       320                       0                         0                         0                         
320                       330                       0                         0                         0                         
320                       340                       0                         0                         0                         
320                       350                       0                         0                         0                         
320                       360                       0                         0                         0                         
330                       0                         0                         0                         0                         
330                       10                        0                         0                         0                         
330                       20                        0                         0                         0                         
330                       30                        1                         0                         0.8781097412109377        
330                       40                        1                         0                         0.8446838378906252        
330                       50                        1                         0                         0.8147918701171875        
330                       60                        1                         0                         0.7885894775390624        
330                       70                        1                         0                         0.7660491943359374        
330                       80                        1                         0                         0.74696044921875          
330                       90                        1                         0                         0.731048583984375         
330                       100                       1                         0                         0.7179931640625001        
330                       110                       1                         0                         0.7074737548828125        
330                       120                       1                         0                         0.6992065429687501        
330                       130                       1                         0                         0.6929809570312501        
330                       140                       1                         0                         0.6886505126953126        
330                       150                       1                         0                         0.6861511230468751        
330                       160                       1                         0                         0.685546875               
330                       170                       1                         0                         0.68704833984375          
330                       180                       1                         0                         0.6911407470703126        
330                       190                       1                         0                         0.6987762451171875        
330                       200                       1                         0                         0.7118133544921875        
330                       210                       1                         0                         0.7339416503906251        
330                       220                       1                         0                         0.7720275878906251        
330                       230                       1                         0                         0.8338989257812499        
330                       240                       0                         0                         0                         
330                       250                       0                         0                         0                         
330                       260                       0                         0                         0                         
330                       270                       0                         0                         0                         
330                       280                       0                         0                         0                         
330                       290                       0                         0                         0                         
330                       300                       0                         0                         0                         
330                       310                       0                         0                         0                         
330                       320                       0                         0                         0                         
330                       330                       0                         0                         0                         
330                       340                       0                         0                         0                         
330                       350                       0                         0                         0                         
330                       360                       0                         0                         0                         
340                       0                         0                         0                         0                         
340                       10                        0                         0                         0                         
340                       20                        1                         0                         0.890057373046875         
340                       30                        1                         0                         0.8620056152343749        
340                       40                        1                         0                         0.8359313964843749        
340                       50                        1                         0                         0.8120635986328124        
340                       60                        1                         0                         0.7905944824218749        
340                       70                        1                         0                         0.7715972900390625        
340                       80                        1                         0                         0.7550811767578125        
340                       90                        1                         0                         0.7409637451171875        
340                       100                       1                         0                         0.7291351318359375        
340                       110                       1                         0                         0.7194763183593751        
340                       120                       1                         0                         0.71187744140625          
340                       130                       1                         0                         0.7062469482421875        
340                       140                       1                         0                         0.7025665283203125        
340                       150                       1                         0                         0.70089111328125          
340                       160                       1                         0                         0.7013946533203126        
340                       170                       1                         0                         0.70440673828125          
340                       180                       1                         0                         0.71048583984375          
340                       190                       1                         0                         0.7206024169921875        
340                       200                       1                         0                         0.7362396240234373        
340                       210                       1                         0                         0.759521484375            
340                       220                       1                         0                         0.7926818847656252        
340                       230                       1                         0                         0.8362701416015624        
340                       240                       1                         0                         0.8872741699218751        
340                       250                       0                         0                         0                         
340                       260                       0                         0                         0                         
340                       270                       0                         0                         0                         
340                       280                       0                         0                         0                         
340                       290                       0                         0                         0                         
340                       300                       0                         0                         0                         
340                       310                       0                         0                         0                         
340                       320                       0                         0                         0                         
340                       330                       0                         0                         0                         
340                       340                       0                         0                         0                         
340                       350                       0                         0                         0                         
340                       360                       0                         0                         0                         
350                       0                         0                         0                         0                         
350                       10                        1                         0                         0.8825408935546876        
350                       20                        1                         0                         0.8624176025390625        
350                       30                        1                         0                         0.8433380126953125        
350                       40                        1                         0                         0.8254302978515625        
350                       50                        1                         0                         0.8087768554687499        
350                       60                        1                         0                         0.79346923828125          
350                       70                        1                         0                         0.7796173095703125        
350                       80                        1                         0                         0.767303466796875         
350                       90                        1                         0                         0.756591796875            
350                       100                       1                         0                         0.747528076171875         
350                       110                       1                         0                         0.7401580810546874        
350                       120                       1                         0                         0.734527587890625         
350                       130                       1                         0                         0.7307189941406249        
350                       140                       1                         0                         0.7288238525390626        
350                       150                       1                         0                         0.7289978027343749        
350                       160                       1                         0                         0.7314422607421874        
350                       170                       1                         0                         0.7364410400390625        
350                       180                       1                         0                         0.7443603515624999        
350                       190                       1                         0                         0.7555938720703126        
350                       200                       1                         0                         0.7705352783203125        
350                       210                       1                         0                         0.7894042968749999        
350                       220                       1                         0                         0.8120544433593748        
350                       230                       1                         0                         0.8378997802734375        
350                       240                       1                         0                         0.8659332275390624        
350                       250                       1                         0                         0.8948638916015624        
350                       260                       0                         0                         0                         
350                       270                       0                         0                         0                         
350                       280                       0                         0                         0                         
350                       290                       0                         0                         0                         
350                       300                       0                         0                         0                         
350                       310                       0                         0                         0                         
350                       320                       0                         0                         0                         
350                       330                       0                         0                         0                         
350                       340                       0                         0                         0                         
350                       350                       0                         0                         0                         
350                       360                       0                         0                         0                         
360                       0                         1                         0                         0.8548645019531249        
360                       10                        1                         0                         0.8435302734375001        
360                       20                        1                         0                         0.8326446533203126        
360                       30                        1                         0                         0.8224090576171874        
360                       40                        1                         0                         0.81309814453125          
360                       50                        1                         0                         0.8048034667968749        
360                       60                        1                         0                         0.7975433349609374        
360                       70                        1                         0                         0.7913269042968749        
360                       80                        1                         0                         0.7861816406250001        
360                       90                        1                         0                         0.7821166992187499        
360                       100                       1                         0                         0.7791687011718751        
360                       110                       1                         0                         0.7773559570312499        
360                       120                       1                         0                         0.7766876220703125        
360                       130                       1                         0                         0.7771820068359373        
360                       140                       1                         0                         0.7788116455078125        
360                       150                       1                         0                         0.7815673828124998        
360                       160                       1                         0                         0.785430908203125         
360                       170                       1                         0                         0.7903472900390626        
360                       180                       1                         0                         0.7962707519531249        
360                       190                       1                         0                         0.8031555175781249        
360                       200                       1                         0                         0.8109283447265624        
360                       210                       1                         0                         0.8195251464843749        
360                       220                       1                         0                         0.8288818359374999        
360                       230                       1                         0                         0.838970947265625         
360                       240                       1                         0                         0.8497375488281249        
360                       250                       1                         0                         0.8609161376953126        
360                       260                       1                         0                         0.8718200683593751        
360                       270                       1                         0                         0.8823577880859376        
360                       280                       0                         0                         0                         
360                       290                       0                         0                         0                         
360                       300                       0                         0                         0                         
360                       310                       0                         0                         0                         
360                       320                       0                         0                         0                         
360                       330                       0                         0                         0                         
360                       340                       1                         0                         0.890899658203125         
360                       350                       1                         0                         0.867041015625            
360                       360                       1                         0                         0.8548645019531249        
